genus,species,sample_start_date,sample_end_date,month,sample_value,sample_unit,sample_sex,sample_stage,sample_location,sample_lat_dd,sample_long_dd,sample_name,species_id_method,location_description
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Formigine,44.607222,10.933333,WN090A_15334,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Formigine,44.607222,10.933333,WN090A_15333,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Formigine,44.607222,10.933333,WN090A_15332,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,177,pool size,female,adult,Sissa Trecasali,44.9602,10.2616,WN036A_15331,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Sissa Trecasali,44.9602,10.2616,WN036A_15330,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Sissa Trecasali,44.9602,10.2616,WN036A_15329,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,190,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_15328,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_15327,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_15326,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,95,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_15325,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_15324,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_15323,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_15322,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_15321,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,76,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15320,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15319,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15318,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15317,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15316,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Roccabianca,45,10.216667,WN016A_15315,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,180,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15314,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15313,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15312,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15311,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15310,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15309,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15308,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15307,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15306,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_15305,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,190,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15304,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15303,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15302,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15301,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15300,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_15299,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,51,pool size,female,adult,Ostellato,44.75,11.933333,WN068A_15298,morphological,Emilia-Romagna
Culex,pipiens,6/25/2023,7/1/2023,Jun,200,pool size,female,adult,Ostellato,44.75,11.933333,WN068A_15297,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,38,pool size,female,adult,Argenta,44.615278,11.833333,WN085A_16219,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,6,pool size,female,adult,Argenta,44.615278,11.833333,WN083A_16218,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,55,pool size,female,adult,Poggio Renatico,44.766667,11.5,WN064A_16217,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,2,pool size,female,adult,San Martino In Rio,44.733333,10.783333,WN076A_16216,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,12,pool size,female,adult,Montecchio Emilia,44.683333,10.433333,WN074A_16215,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,11,pool size,female,adult,Bagnolo In Piano,44.766667,10.683333,WN057A_16214,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,20,pool size,female,adult,Gattatico,44.8,10.466667,WN056A_16213,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,18,pool size,female,adult,Fabbrico,44.866667,10.8,WN040A_16212,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,20,pool size,female,adult,Novellara,44.85,10.733333,WN039A_16211,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,10,pool size,female,adult,Brescello,44.9,10.516667,WN038A_16210,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,101,pool size,female,adult,Luzzara,44.966667,10.683333,WN019A_16209,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,6,pool size,female,adult,Goro,44.85,12.3,WN052A_16208,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,9,pool size,female,adult,Fiscaglia,44.270833,11.934722,WN050A_16207,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,4,pool size,female,adult,Jolanda Di Savoia,44.883333,11.983333,WN049A_16206,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,11,pool size,female,adult,Copparo,44.9,11.833333,WN048A_16205,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,6,pool size,female,adult,Mesola,44.916667,12.233333,WN030A_16204,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,5,pool size,female,adult,Berra,44.983333,11.966667,WN029A_16203,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,2,pool size,female,adult,Berra,44.983333,11.966667,WN028A_16202,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,1,pool size,female,adult,Ro,44.933333,11.75,WN027A_16201,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,8,pool size,female,adult,Cortemaggiore,45,9.933333,WN014A_16200,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,20,pool size,female,adult,Cadeo,44.966667,9.833333,WN013A_16199,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,15,pool size,female,adult,Castelvetro Piacentino,45.1,9.983333,WN006A_16198,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,2,pool size,female,adult,Caorso,45.05,9.866667,WN005A_16197,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,51,pool size,female,adult,Piacenza,45.047778,9.700556,WN004A_16196,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,45,pool size,female,adult,Calendasco,45.083333,9.6,WN003A_16195,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,38,pool size,female,adult,Ravenna,44.416111,12.201667,WN124A_16194,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,45,pool size,female,adult,Ravenna,44.416111,12.201667,WN114A_16193,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,10,pool size,female,adult,Lugo,44.416667,11.916667,WN112A_16192,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,6,pool size,female,adult,Bologna,44.493889,11.342778,WN108A_16191,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,7,pool size,female,adult,San Pietro In Casale,44.7,11.4,BONORD14_16190,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,55,pool size,female,adult,Anzola Emilia,44.547222,11.195556,BONORD09_16189,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,26,pool size,female,adult,Sala Bolognese,44.616667,11.25,BONORD07_16188,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,41,pool size,female,adult,Crevalcore,44.716667,11.15,BONORD02_16187,morphological,Emilia-Romagna
Culex,pipiens,9/10/2023,9/16/2023,Sep,24,pool size,female,adult,Crevalcore,44.716667,11.15,BONORD01_16186,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,18,pool size,female,adult,Terre Del Reno,44.808124,11.405098,WN063A_16185,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,2,pool size,female,adult,Bondeno,44.883333,11.416667,WN045A_16184,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,85,pool size,female,adult,Finale Emilia,44.833333,11.283333,WN044B_16183,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,20,pool size,female,adult,Mirandola,44.886667,11.066667,WN043A_16182,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,1,pool size,female,adult,Mirandola,44.886667,11.066667,WN042A_16181,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,4,pool size,female,adult,Bondeno,44.883333,11.416667,WN024A_16180,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,4,pool size,female,adult,Bondeno,44.883333,11.416667,WN023A_16179,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,7,pool size,female,adult,Concordia Sulla Secchia,44.916667,10.983333,WN021B_16178,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,20,pool size,female,adult,San Cesario Sul Panaro,44.561389,11.033889,WN092A_16177,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,15,pool size,female,adult,Nonantola,44.678056,11.042222,WN078A_16176,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,30,pool size,female,adult,Modena,44.646944,10.925556,WN077A_16175,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,13,pool size,female,adult,Formigine,44.607222,10.933333,WN090A_16174,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,12,pool size,female,adult,Sissa Trecasali,44.9602,10.2616,WN036A_16173,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,22,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_16172,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,3,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_16171,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,5,pool size,female,adult,Roccabianca,45,10.216667,WN016A_16170,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,30,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_16169,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,2,pool size,female,adult,Ostellato,44.75,11.933333,WN068A_16168,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,17,pool size,female,adult,Ostellato,44.75,11.933333,WN067B_16167,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,4,pool size,female,adult,Ostellato,44.75,11.933333,WN066A_16166,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,7,pool size,female,adult,Ferrara,44.839167,11.6175,WN065A_16165,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,4,pool size,female,adult,Carpi,44.783333,10.883333,WN059A_16164,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,21,pool size,female,adult,Novi Di Modena,44.883333,10.9,WN041A_16163,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,21,pool size,female,adult,Medicina,44.483333,11.633333,WN110A_16162,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,1,pool size,female,adult,Budrio,44.55,11.533333,WN109A_16161,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,90,pool size,female,adult,Molinella,44.616667,11.666667,WN097B_16160,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,11,pool size,female,adult,Budrio,44.55,11.533333,WN096A_16159,morphological,Emilia-Romagna
Culex,pipiens,9/3/2023,9/9/2023,Sep,29,pool size,female,adult,Baricella,44.65,11.533333,WN082B_16158,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,91,pool size,female,adult,Ravenna,44.416111,12.201667,WN124A_16157,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,41,pool size,female,adult,Ravenna,44.416111,12.201667,WN114A_16156,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,22,pool size,female,adult,Lugo,44.416667,11.916667,WN112A_16155,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,108,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_16154,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,9,pool size,female,adult,Argenta,44.615278,11.833333,WN099A_16153,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,65,pool size,female,adult,Argenta,44.615278,11.833333,WN085A_16152,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,20,pool size,female,adult,Argenta,44.615278,11.833333,WN083A_16151,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,45,pool size,female,adult,Poggio Renatico,44.766667,11.5,WN064A_16150,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,7,pool size,female,adult,San Martino In Rio,44.733333,10.783333,WN076A_16149,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,20,pool size,female,adult,Montecchio Emilia,44.683333,10.433333,WN074A_16148,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,142,pool size,female,adult,Bagnolo In Piano,44.766667,10.683333,WN057A_16147,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,82,pool size,female,adult,Gattatico,44.8,10.466667,WN056A_16146,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,210,pool size,female,adult,Fabbrico,44.866667,10.8,WN040A_16145,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,24,pool size,female,adult,Novellara,44.85,10.733333,WN039A_16144,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,43,pool size,female,adult,Brescello,44.9,10.516667,WN038A_16143,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,183,pool size,female,adult,Luzzara,44.966667,10.683333,WN019A_16142,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,3,pool size,female,adult,Goro,44.85,12.3,WN052A_16141,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,20,pool size,female,adult,Fiscaglia,44.270833,11.934722,WN050A_16140,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,26,pool size,female,adult,Jolanda Di Savoia,44.883333,11.983333,WN049A_16139,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,33,pool size,female,adult,Copparo,44.9,11.833333,WN048A_16138,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,29,pool size,female,adult,Mesola,44.916667,12.233333,WN030A_16137,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,7,pool size,female,adult,Berra,44.983333,11.966667,WN028A_16136,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,4,pool size,female,adult,Ro,44.933333,11.75,WN027A_16135,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,26,pool size,female,adult,Bologna,44.493889,11.342778,WN108A_16134,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,11,pool size,female,adult,San Pietro In Casale,44.7,11.4,BONORD14_16133,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,82,pool size,female,adult,Anzola Emilia,44.547222,11.195556,BONORD09_16132,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,29,pool size,female,adult,Sala Bolognese,44.616667,11.25,BONORD07_16131,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,33,pool size,female,adult,Crevalcore,44.716667,11.15,BONORD02_16130,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,22,pool size,female,adult,Crevalcore,44.716667,11.15,BONORD01_16129,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,48,pool size,female,adult,Cortemaggiore,45,9.933333,WN014A_16128,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,210,pool size,female,adult,Cadeo,44.966667,9.833333,WN013A_16127,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,200,pool size,female,adult,Castelvetro Piacentino,45.1,9.983333,WN006A_16126,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,7,pool size,female,adult,Caorso,45.05,9.866667,WN005A_16125,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,41,pool size,female,adult,Piacenza,45.047778,9.700556,WN004A_16124,morphological,Emilia-Romagna
Culex,pipiens,8/27/2023,9/2/2023,Aug,61,pool size,female,adult,Calendasco,45.083333,9.6,WN003A_16123,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,26,pool size,female,adult,Ostellato,44.75,11.933333,WN068A_16122,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,14,pool size,female,adult,Ostellato,44.75,11.933333,WN067B_16121,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,3,pool size,female,adult,Ostellato,44.75,11.933333,WN066A_16120,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,10,pool size,female,adult,Ferrara,44.839167,11.6175,WN065A_16119,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,17,pool size,female,adult,Ferrara,44.839167,11.6175,WN047B_16118,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,31,pool size,female,adult,Comacchio,44.7,12.183333,COMA10_16117,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,31,pool size,female,adult,Terre Del Reno,44.808124,11.405098,WN063A_16116,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,27,pool size,female,adult,Bondeno,44.883333,11.416667,WN045A_16115,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,11,pool size,female,adult,Bondeno,44.883333,11.416667,WN024A_16114,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,23,pool size,female,adult,Bondeno,44.883333,11.416667,WN023A_16113,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,45,pool size,female,adult,Medicina,44.483333,11.633333,WN110A_16112,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,87,pool size,female,adult,Budrio,44.55,11.533333,WN109A_16111,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,87,pool size,female,adult,Molinella,44.616667,11.666667,WN097B_16110,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,20,pool size,female,adult,Budrio,44.55,11.533333,WN096A_16109,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,81,pool size,female,adult,Baricella,44.65,11.533333,WN082B_16108,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,57,pool size,female,adult,Nonantola,44.678056,11.042222,WN078A_16107,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,32,pool size,female,adult,San Cesario Sul Panaro,44.561389,11.033889,WN092A_16106,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,13,pool size,female,adult,Formigine,44.607222,10.933333,WN090A_16105,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,88,pool size,female,adult,Modena,44.646944,10.925556,WN077A_16104,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,120,pool size,female,adult,Finale Emilia,44.833333,11.283333,WN044B_16103,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,200,pool size,female,adult,Finale Emilia,44.833333,11.283333,WN044B_16102,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,92,pool size,female,adult,Mirandola,44.886667,11.066667,WN043A_16101,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,20,pool size,female,adult,Mirandola,44.886667,11.066667,WN042A_16100,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,40,pool size,female,adult,Concordia Sulla Secchia,44.916667,10.983333,WN021B_16099,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,160,pool size,female,adult,San Prospero,44.783333,11.016667,WN060A_16098,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,36,pool size,female,adult,Carpi,44.783333,10.883333,WN059A_16097,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,24,pool size,female,adult,Novi Di Modena,44.883333,10.9,WN041A_16096,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,75,pool size,female,adult,Sissa Trecasali,44.9602,10.2616,WN036A_16095,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,36,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_16094,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,200,pool size,female,adult,Soragna,44.933333,10.116667,WN035A_16093,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,34,pool size,female,adult,Colorno,44.933333,10.383333,WN017A_16092,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,84,pool size,female,adult,Roccabianca,45,10.216667,WN016A_16091,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,170,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_16090,morphological,Emilia-Romagna
Culex,pipiens,8/20/2023,8/26/2023,Aug,200,pool size,female,adult,Polesine Zibello,45.016667,10.083333,WN015A_16089,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,42,pool size,female,adult,Argenta,44.615278,11.833333,WN101A_16088,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,25,pool size,female,adult,Argenta,44.615278,11.833333,WN099A_16087,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,34,pool size,female,adult,Argenta,44.615278,11.833333,WN085A_16086,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,13,pool size,female,adult,Argenta,44.615278,11.833333,WN083A_16085,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,102,pool size,female,adult,Poggio Renatico,44.766667,11.5,WN064A_16084,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,1,pool size,female,adult,Goro,44.85,12.3,WN052A_16083,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,36,pool size,female,adult,Fiscaglia,44.270833,11.934722,WN050A_16082,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,32,pool size,female,adult,Jolanda Di Savoia,44.883333,11.983333,WN049A_16081,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,21,pool size,female,adult,Copparo,44.9,11.833333,WN048A_16080,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,24,pool size,female,adult,Mesola,44.916667,12.233333,WN030A_16079,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,14,pool size,female,adult,Berra,44.983333,11.966667,WN029A_16078,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,6,pool size,female,adult,Berra,44.983333,11.966667,WN028A_16077,morphological,Emilia-Romagna
Culex,pipiens,8/13/2023,8/19/2023,Aug,15,pool size,female,adult,Ro,44.933333,11.75,WN027A_16076,morphological,Emilia-Romagna
