"genus","species","sample_start_date","sample_end_date","sample_value","sample_unit","sample_sex","sample_stage","sample_location","sample_lat_dd","sample_long_dd","sample_name","species_id_method","location_description"
"Culex","pipiens",2017-07-30,2017-08-05,27,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_12933","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_12932","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_12931","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Concordia Sulla Secchia",44.916667,10.983333,"WN021B_12930","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12929","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12928","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12927","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12926","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12925","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,117,"pool size","female","adult","Terre Del Reno",44.808124,11.405098,"WN063A_12924","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,81,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_12923","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_12922","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_12921","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Bagnolo In Piano",44.766667,10.683333,"WN057A_12920","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,178,"pool size","female","adult","Gattatico",44.8,10.466667,"WN056A_12919","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,60,"pool size","female","adult","Fiscaglia",44.270833,11.934722,"WN050A_12918","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,35,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12917","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12916","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12915","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Jolanda Di Savoia",44.883333,11.983333,"WN049A_12914","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,37,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12913","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Copparo",44.9,11.833333,"WN048A_12912","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,46,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12911","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12910","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12909","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Finale Emilia",44.833333,11.283333,"WN044B_12908","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,66,"pool size","female","adult","Mirandola",44.886667,11.066667,"WN042A_12907","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,154,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_12906","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_12905","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_12904","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_12903","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Fabbrico",44.866667,10.8,"WN040A_12902","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,21,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_12901","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Novellara",44.85,10.733333,"WN039A_12900","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,54,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12899","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12898","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12897","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12896","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12895","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12894","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Mesola",44.916667,12.233333,"WN030A_12893","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,49,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_12892","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Berra",44.983333,11.966667,"WN029A_12891","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,47,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12890","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12889","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12888","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Berra",44.983333,11.966667,"WN028A_12887","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,46,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12886","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12885","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12884","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12883","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12882","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12881","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12880","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Ro",44.933333,11.75,"WN027A_12879","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,22,"pool size","female","adult","Bondeno",44.883333,11.416667,"WN023A_12878","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,54,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_12877","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_12876","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12875","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Cortemaggiore",45,9.933333,"WN014A_12874","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Cadeo",44.966667,9.833333,"WN013A_12873","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,164,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12872","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12871","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12870","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12869","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,200,"pool size","female","adult","Castelvetro Piacentino",45.1,9.983333,"WN006A_12868","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,183,"pool size","female","adult","Caorso",45.05,9.866667,"WN005A_12867","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,12,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12866","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12865","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12864","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12863","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Anzola Emilia",44.547222,11.195556,"BONORD09_12862","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,13,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12861","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12860","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12859","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12858","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12857","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12856","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12855","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-30,2017-08-05,50,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12854","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,28,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_12853","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","San Cesario Sul Panaro",44.561389,11.033889,"WN092A_12852","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,187,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_12851","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,24,"pool size","female","adult","Argenta",44.615278,11.833333,"WN083A_12850","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,143,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_12849","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,31,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_12848","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,177,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_12847","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,11,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_12846","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,44,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_12845","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,15,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12844","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12843","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12842","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12841","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12840","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12839","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12838","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12837","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12836","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12835","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Carpi",44.783333,10.883333,"WN059A_12834","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,64,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_12833","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_12832","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,70,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12831","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,135,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_12830","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_12829","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,145,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12828","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12827","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12826","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,120,"pool size","female","adult","Bologna",44.493889,11.342778,"WN108A_12825","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,122,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12824","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12823","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,135,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12822","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,45,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12821","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12820","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Formigine",44.607222,10.933333,"WN090A_12819","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,49,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_12818","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_12817","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Nonantola",44.678056,11.042222,"WN078A_12816","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12815","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12814","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12813","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12812","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12811","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","Modena",44.646944,10.925556,"WN077A_12810","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,61,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_12809","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_12808","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,45,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12807","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12806","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12805","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,50,"pool size","female","adult","San Prospero",44.783333,11.016667,"WN060A_12804","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,20,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN047B_12803","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,170,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN046A_12802","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,98,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_12801","morphological","Emilia-Romagna"
"Culex","pipiens",2017-07-23,2017-07-29,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_12800","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,122,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_12444","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Luzzara",44.966667,10.683333,"WN019A_12443","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,41,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_12442","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Argenta",44.615278,11.833333,"WN085A_12441","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,196,"pool size","female","adult","Argenta",44.615278,11.833333,"WN083A_12440","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,171,"pool size","female","adult","Baricella",44.65,11.533333,"WN082B_12439","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,188,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_12438","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_12437","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN068A_12436","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,65,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_12435","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Ostellato",44.75,11.933333,"WN067B_12434","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,194,"pool size","female","adult","Ostellato",44.75,11.933333,"WN066A_12433","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,166,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN065A_12432","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,13,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_12431","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","San Pietro In Casale",44.7,11.4,"BONORD14_12430","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,114,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12429","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Sala Bolognese",44.616667,11.25,"BONORD07_12428","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,128,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD02_12427","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,22,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12426","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Crevalcore",44.716667,11.15,"BONORD01_12425","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,69,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_12424","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_12423","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Medicina",44.483333,11.633333,"WN110A_12422","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,167,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12421","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN109A_12420","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,55,"pool size","female","adult","Bologna",44.493889,11.342778,"WN108A_12419","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,111,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12418","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12417","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12416","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Molinella",44.616667,11.666667,"WN097B_12415","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,175,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12414","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12413","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12412","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12411","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Budrio",44.55,11.533333,"WN096A_12410","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,27,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_12409","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Poggio Renatico",44.766667,11.5,"WN064A_12408","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN046A_12407","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Ferrara",44.839167,11.6175,"WN046A_12406","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,169,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_12405","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Sissa Trecasali",44.9602,10.2616,"WN036A_12404","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,128,"pool size","female","adult","Soragna",44.933333,10.116667,"WN035A_12403","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,76,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_12402","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Colorno",44.933333,10.383333,"WN017A_12401","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,63,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_12400","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_12399","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,200,"pool size","female","adult","Roccabianca",45,10.216667,"WN016A_12398","morphological","Emilia-Romagna"
"Culex","pipiens",2017-06-25,2017-07-01,138,"pool size","female","adult","Polesine Zibello",45.016667,10.083333,"WN015A_12397","morphological","Emilia-Romagna"
